Role,Skill
Marketing Specialist,AI-powered marketing personalization
Marketing Specialist,Marketing strategy
Marketing Specialist,Email marketing
Marketing Specialist,Leadership and team management
Marketing Specialist,AI-driven personalization
Marketing Specialist,SEO/SEM/PPC campaigns
Marketing Specialist,Content creation and strategy
Marketing Specialist,Data-driven analytics
Marketing Specialist,Campaign optimization
Marketing Specialist,Budget allocation
Marketing Specialist,SEO/SEM/PPC
Marketing Specialist,Content marketing and creation
Marketing Specialist,Lead generation campaigns
Marketing Specialist,Budget and ROI management
Marketing Specialist,Emerging marketing technologies
Marketing Specialist,Marketing strategy and planning
Marketing Specialist,Advanced SEO/SEM/PPC
Marketing Specialist,Campaign management
Marketing Specialist,AI-driven marketing tools
Marketing Specialist,SEO/SEM/PPC management
Marketing Specialist,Content creation and social media strategy
Marketing Specialist,Data analytics and reporting
Marketing Specialist,Lead generation and multi-channel campaigns
Marketing Specialist,Advanced marketing strategy
Marketing Specialist,Digital campaigns management
Marketing Specialist,Analytics and ROI optimization
Marketing Specialist,Team leadership and collaboration
Marketing Specialist,Budget planning and optimization
Marketing Specialist,AI-powered marketing tools
Market Research Analyst,Data Analysis Basics
Market Research Analyst,Excel Advanced Functions
Market Research Analyst,Survey Design
Market Research Analyst,Qualitative Research
Market Research Analyst,Consumer Behavior Analysis
Market Research Analyst,Presentation Skills
Market Research Analyst,Report Writing
Market Research Analyst,Critical Thinking
Market Research Analyst,Attention to Detail
Market Research Analyst,Communication
Market Research Analyst,Statistical Analysis
Market Research Analyst,Regression Analysis
Market Research Analyst,Predictive Analytics
Market Research Analyst,Tableau
Market Research Analyst,SPSS
Market Research Analyst,Python Basics
Market Research Analyst,Market Segmentation
Market Research Analyst,Data Storytelling
Market Research Analyst,Advanced Statistical Analysis
Market Research Analyst,Predictive Modeling
Market Research Analyst,Python
Market Research Analyst,R
Market Research Analyst,SAS
Market Research Analyst,SQL
Market Research Analyst,Power BI
Market Research Analyst,Competitive Intelligence
Market Research Analyst,Excel
Market Research Analyst,Data Visualization Basics
Market Research Analyst,Regression
Market Research Analyst,Advanced Data Analysis
Market Research Analyst,Forecasting
Market Research Analyst,Data Collection
Market Research Analyst,Basic Statistical Analysis
Market Research Analyst,Competitive Analysis
Market Research Analyst,Advanced Analytics
Market Research Analyst,Business Strategy
Market Research Analyst,Time Management
Machine Learning Engineer - Fresher,Python
Machine Learning Engineer - Fresher,R
Machine Learning Engineer - Fresher,Java
Machine Learning Engineer - Fresher,"ML fundamentals: supervised/unsupervised learning, regression, classification, clustering, decision trees"
Machine Learning Engineer - Fresher,Data preprocessing
Machine Learning Engineer - Fresher,Feature engineering
Machine Learning Engineer - Fresher,"ML frameworks: Scikit-learn, TensorFlow, PyTorch, Keras"
Machine Learning Engineer - Fresher,"Statistics: probability, linear algebra"
Machine Learning Engineer - Fresher,"Data visualization: Matplotlib, Seaborn"
Machine Learning Engineer - Fresher,Git/GitHub
Junior Machine Learning Engineer,Java
Junior Machine Learning Engineer,"ML fundamentals: regression, classification, clustering, decision trees"
Junior Machine Learning Engineer,Feature engineering
Junior Machine Learning Engineer,"ML frameworks: Scikit-learn, TensorFlow, PyTorch, Keras"
Junior Machine Learning Engineer,"Statistics: probability, linear algebra"
Junior Machine Learning Engineer,"Data visualization: Matplotlib, Seaborn"
Junior Machine Learning Engineer,Git/GitHub
ML Engineer Intern,Python
ML Engineer Intern,R
ML Engineer Intern,Java
ML Engineer Intern,"ML fundamentals: classification, regression, clustering, supervised/unsupervised learning"
ML Engineer Intern,Data preprocessing
ML Engineer Intern,Feature engineering
ML Engineer Intern,"ML libraries: Scikit-learn, TensorFlow, PyTorch"
ML Engineer Intern,"Statistics: probability, linear algebra"
ML Engineer Intern,"Data visualization: Matplotlib, Seaborn"
ML Engineer Intern,Git/GitHub
Fresher ML Engineer,Python
Fresher ML Engineer,R
Fresher ML Engineer,Java
Fresher ML Engineer,"ML fundamentals: regression, classification, clustering, decision trees"
Fresher ML Engineer,Data preprocessing
Fresher ML Engineer,Feature engineering
Fresher ML Engineer,"ML frameworks: Scikit-learn, TensorFlow, PyTorch, Keras"
Fresher ML Engineer,"Statistics: probability, linear algebra"
Fresher ML Engineer,"Data visualization: Matplotlib, Seaborn"
Fresher ML Engineer,Git/GitHub
Entry-Level ML Engineer,Python
Entry-Level ML Engineer,R
Entry-Level ML Engineer,Java
Entry-Level ML Engineer,"ML basics: classification, regression, clustering, decision trees"
Entry-Level ML Engineer,Data preprocessing
Entry-Level ML Engineer,Feature engineering
Entry-Level ML Engineer,"ML libraries: Scikit-learn, TensorFlow, PyTorch"
Entry-Level ML Engineer,"Statistics: probability, linear algebra"
Entry-Level ML Engineer,"Visualization: Matplotlib, Seaborn"
Entry-Level ML Engineer,Git/GitHub
ML Engineer Trainee,Python
ML Engineer Trainee,R
ML Engineer Trainee,Java
ML Engineer Trainee,"ML fundamentals: supervised/unsupervised learning, classification, regression, clustering"
ML Engineer Trainee,Data preprocessing
ML Engineer Trainee,Feature engineering
ML Engineer Trainee,"ML libraries: Scikit-learn, TensorFlow, PyTorch, Keras"
ML Engineer Trainee,Statistics and probability
ML Engineer Trainee,"Visualization: Matplotlib, Seaborn"
ML Engineer Trainee,Git/GitHub
Machine Learning Engineer - Experienced,Python (advanced)
Machine Learning Engineer - Experienced,R
Machine Learning Engineer - Experienced,Java
Machine Learning Engineer - Experienced,SQL
Machine Learning Engineer - Experienced,"ML/DL: supervised/unsupervised learning, deep learning, reinforcement learning, NLP, computer vision, transfer learning"
Machine Learning Engineer - Experienced,"Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX"
Machine Learning Engineer - Experienced,"MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure)"
Machine Learning Engineer - Experienced,"Big data: Hadoop, Spark"
Machine Learning Engineer - Experienced,Feature engineering and ETL automation
Senior Machine Learning Engineer,Python
Senior Machine Learning Engineer,Java
Senior Machine Learning Engineer,Scala
Senior Machine Learning Engineer,"Advanced ML/DL: deep learning, NLP, reinforcement learning, computer vision, transfer learning"
Senior Machine Learning Engineer,"Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced)"
Senior Machine Learning Engineer,"MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure)"
Senior Machine Learning Engineer,"Big data: Spark, Hadoop"
Senior Machine Learning Engineer,"Feature engineering, ETL automation"
Lead Machine Learning Engineer,Python
Lead Machine Learning Engineer,R
Lead Machine Learning Engineer,Java
Lead Machine Learning Engineer,SQL
Lead Machine Learning Engineer,Scala
Lead Machine Learning Engineer,"Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning"
Lead Machine Learning Engineer,"Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX"
Lead Machine Learning Engineer,"MLOps: CI/CD, monitoring, cloud deployment (AWS/GCP/Azure)"
Lead Machine Learning Engineer,"Big data: Hadoop, Spark"
Lead Machine Learning Engineer,"Feature engineering, ETL pipelines"
Principal Machine Learning Engineer,Python
Principal Machine Learning Engineer,R
Principal Machine Learning Engineer,Java
Principal Machine Learning Engineer,SQL
Principal Machine Learning Engineer,Scala
Principal Machine Learning Engineer,"Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning"
Principal Machine Learning Engineer,"Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX"
Principal Machine Learning Engineer,"MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure)"
Principal Machine Learning Engineer,"Big data: Hadoop, Spark"
Principal Machine Learning Engineer,"Feature engineering, ETL automation"
Senior ML Infrastructure Engineer,Python
Senior ML Infrastructure Engineer,R
Senior ML Infrastructure Engineer,Java
Senior ML Infrastructure Engineer,SQL
Senior ML Infrastructure Engineer,Scala
Senior ML Infrastructure Engineer,"ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning"
Senior ML Infrastructure Engineer,"Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced)"
Senior ML Infrastructure Engineer,"MLOps: CI/CD, model monitoring, cloud deployment (AWS/GCP/Azure)"
Senior ML Infrastructure Engineer,"Big data: Spark, Hadoop"
Senior ML Infrastructure Engineer,"Feature engineering, ETL automation"
Lead ML/AI Engineer,Python
Lead ML/AI Engineer,R
Lead ML/AI Engineer,Java
Lead ML/AI Engineer,SQL
Lead ML/AI Engineer,Scala
Lead ML/AI Engineer,"Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning"
Lead ML/AI Engineer,"Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX"
Lead ML/AI Engineer,"MLOps: CI/CD pipelines, monitoring, cloud deployment (AWS/GCP/Azure)"
Lead ML/AI Engineer,"Big data: Hadoop, Spark"
Lead ML/AI Engineer,"Feature engineering, ETL pipelines"
Junior Network Engineer,TCP/IP
Junior Network Engineer,LAN/WAN
Junior Network Engineer,DHCP
Junior Network Engineer,DNS
Junior Network Engineer,Subnetting
Junior Network Engineer,Cisco Routers
Junior Network Engineer,Cisco Switches
Junior Network Engineer,Wireshark
Network Support Engineer,Routing Basics
Network Support Engineer,OSPF
Network Support Engineer,BGP (Intro)
Network Support Engineer,VPN Setup
Network Support Engineer,Firewall Basics
Network Support Engineer,SolarWinds
Associate Network Engineer,Cisco IOS
Associate Network Engineer,Subnetting
Associate Network Engineer,DNS
Associate Network Engineer,DHCP
Associate Network Engineer,Python Basics
Associate Network Engineer,Bash Basics
Trainee Network Engineer,LAN/WAN
Trainee Network Engineer,TCP/IP
Trainee Network Engineer,Firewalls Basics
Trainee Network Engineer,IDS/IPS Intro
Trainee Network Engineer,Nagios Basics
Network Operations Center (NOC) Engineer,Network Monitoring
Network Operations Center (NOC) Engineer,SolarWinds
Network Operations Center (NOC) Engineer,Nagios
Network Operations Center (NOC) Engineer,TCP/IP
Network Operations Center (NOC) Engineer,Incident Management
Junior Security & Network Engineer,Firewall Basics
Junior Security & Network Engineer,VPN
Junior Security & Network Engineer,IDS/IPS Intro
Junior Security & Network Engineer,Cisco Routers
Junior Security & Network Engineer,Wireshark
Graduate Network Engineer,Basic Routing
Graduate Network Engineer,Switching
Graduate Network Engineer,LAN/WAN
Graduate Network Engineer,Python Scripting Basics
Entry-Level Network Analyst,TCP/IP
Entry-Level Network Analyst,DNS
Entry-Level Network Analyst,Wireshark
Entry-Level Network Analyst,Nagios
Entry-Level Network Analyst,Subnetting
Network Intern,DHCP
Network Intern,Subnetting
Network Intern,Cisco IOS
Network Intern,VPN Basics
IT Support - Networking Focus,TCP/IP
IT Support - Networking Focus,LAN/WAN
IT Support - Networking Focus,DNS
IT Support - Networking Focus,Network Troubleshooting
Network Engineer,BGP
Network Engineer,OSPF
Network Engineer,MPLS
Network Engineer,QoS
Network Engineer,Cisco Nexus
Network Engineer,SolarWinds
Senior Network Engineer,SD-WAN
Senior Network Engineer,Zero Trust Security
Senior Network Engineer,Cisco ASA
Senior Network Engineer,Palo Alto
Senior Network Engineer,Nagios
Network Security Engineer,Firewalls
Network Security Engineer,IDS/IPS
Network Security Engineer,VPN
Network Security Engineer,Cryptography
Network Security Engineer,Cisco ASA
Cloud Network Engineer,AWS Networking
Cloud Network Engineer,Azure Networking
Cloud Network Engineer,VPC
Cloud Network Engineer,Load Balancers
Cloud Network Engineer,Automation with Ansible
Lead Network Engineer,Cisco Nexus
Lead Network Engineer,Palo Alto Firewalls
Lead Network Engineer,F5 Load Balancer
Lead Network Engineer,MPLS
Lead Network Engineer,Team Leadership
Infrastructure Network Engineer,LAN/WAN Design
Infrastructure Network Engineer,QoS
Infrastructure Network Engineer,Cisco Prime
Infrastructure Network Engineer,Nagios
Infrastructure Network Engineer,Python Automation
Network Automation Engineer,Python
Network Automation Engineer,Bash
Network Automation Engineer,Ansible
Network Automation Engineer,Automation
Network Automation Engineer,Cisco IOS
Enterprise Network Engineer,MPLS
Enterprise Network Engineer,EIGRP
Enterprise Network Engineer,QoS
Enterprise Network Engineer,Cisco ASA
Enterprise Network Engineer,F5 Load Balancer
Principal Network Engineer,Architecture Design
Principal Network Engineer,Project Management
Principal Network Engineer,Cisco Nexus
Principal Network Engineer,Palo Alto
Principal Network Engineer,Team Leadership
Telecom & Network Engineer,VoIP
Telecom & Network Engineer,SIP
Telecom & Network Engineer,BGP
Telecom & Network Engineer,QoS
Telecom & Network Engineer,Cisco Routers
Operations Manager,Team Leadership
Operations Manager,Staff Development
Operations Manager,Resource Allocation
Operations Manager,Process Optimization
Operations Manager,Lean Management
Operations Manager,Six Sigma
Operations Manager,Budgeting
Operations Manager,Financial Reporting
Operations Manager,KPI Tracking
Operations Manager,ERP/CRM Tools
Operations Manager,Scheduling
Operations Manager,Resource Planning
Operations Manager,Workflow Optimization
Operations Manager,Process Improvement
Operations Manager,Data Analysis
Operations Manager,Budget Management
Operations Manager,Cross-Functional Collaboration
Operations Manager,ERP Systems
Operations Manager,KPI Reporting
Operations Manager,Basic Team Coordination
Operations Manager,Workflow Awareness
Operations Manager,Time Management
Operations Manager,Communication
Operations Manager,Problem-Solving
Operations Manager,Adaptability
Operations Manager,Data Reporting Basics
Operations Manager,ERP/CRM Basics
Operations Manager,Process Observation
Operations Manager,Collaboration
Operations Manager,Strategic Planning
Operations Manager,Resource Optimization
Operations Manager,KPI Monitoring
Operations Manager,Team Management
Operations Manager,Workflow Automation
Operations Manager,Budget Oversight
Operations Manager,Cross-Functional Coordination
Operations Manager,Problem Solving
Operations Manager,ERP/CRM Systems
Operations Manager,Process Automation
Operations Manager,Team Coordination
Operations Manager,Basic Workflow Management
Operations Manager,Observation
Operations Manager,Basic ERP/CRM Knowledge
Operations Manager,Report Preparation
Operations Manager,Budget Monitoring
Operations Manager,Workflow Observation
Operations Manager,Reporting
Operations Manager,Process Awareness
Product Designer,Figma
Product Designer,Sketch
Product Designer,Adobe Photoshop
Product Designer,Wireframing
Product Designer,Prototyping Basics
Product Designer,User Research Basics
Product Designer,HTML
Product Designer,CSS
Product Designer,Adobe Illustrator
Product Designer,Color Theory
Product Designer,Typography
Product Designer,User Flows
Product Designer,Adobe XD
Product Designer,Responsive Design
Product Designer,Basic JavaScript
Product Designer,Teamwork
Product Designer,Creativity
Product Designer,Prototyping
Product Designer,Information Architecture Basics
Product Designer,Design Systems
Product Designer,A/B Testing
Product Designer,JavaScript
Product Designer,InVision
Product Designer,Adobe Creative Suite
Product Designer,Agile Methods
Product Designer,User Testing
Product Designer,Design Thinking
Product Designer,Leadership
Product Designer,Marvel
Product Designer,Data-Driven UX
Product Designer,Front-End Collaboration
Product Designer,Usability Testing
Product Designer,Agile
Product Designer,Data Analytics
Product Designer,Stakeholder Management
Product Designer,Accessibility
Product Manager,Product lifecycle basics
Product Manager,Market research
Product Manager,"Data analysis (Excel, Google Analytics)"
Product Manager,UX/UI awareness
Product Manager,"Agile methodologies (Scrum, Kanban)"
Product Manager,Communication
Product Manager,Teamwork
Product Manager,Problem-solving
Product Manager,Adaptability
Product Manager,"Tools: JIRA, Confluence, Figma basics"
Product Manager,Product lifecycle understanding
Product Manager,Market research fundamentals
Product Manager,Basic data analytics
Product Manager,Customer-centric design awareness
Product Manager,Scrum and Kanban basics
Product Manager,"Tools: JIRA, Figma"
Product Manager,Product strategy basics
Product Manager,Data analytics fundamentals
Product Manager,UX principles awareness
Product Manager,Agile methodology knowledge
Product Manager,"Tools: Confluence, Figma"
Product Manager,Basic product management concepts
Product Manager,Market research and competitor analysis
Product Manager,"Data analysis (Excel, SQL basics)"
Product Manager,UX awareness
Product Manager,"Agile (Scrum, Kanban basics)"
Product Manager,"Tools: JIRA, Confluence"
Product Manager,Data analysis and metrics interpretation
Product Manager,Agile knowledge
Product Manager,"Tools: Figma, JIRA, Confluence"
Product Manager,Product vision and roadmap development
Product Manager,Advanced data analysis
Product Manager,A/B testing
Product Manager,Cross-functional team leadership
Product Manager,Stakeholder management
Product Manager,UX research integration
Product Manager,Agile leadership
Product Manager,Strategic planning
Product Manager,Metrics-driven growth optimization
Product Manager,"Tools: JIRA, Confluence, Figma, Mixpanel, Tableau"
Product Manager,Product vision and strategy
Product Manager,Roadmap development
Product Manager,Data-driven decision making
Product Manager,User research and UX integration
Product Manager,Agile facilitation
Product Manager,Sprint planning
Product Manager,Backlog grooming
Product Manager,"Tools: JIRA, Confluence, Tableau, Mixpanel"
Product Manager,Product vision
Product Manager,Roadmap execution
Product Manager,Advanced analytics and A/B testing
Product Manager,Cross-functional collaboration
Product Manager,Stakeholder communication
Product Manager,Resource allocation
Product Manager,"Tools: Figma, Mixpanel, Tableau, GA"
Product Manager,Data analysis and experimentation
Product Manager,Cross-functional leadership
Product Manager,User experience research
Product Manager,Agile methodologies
Product Manager,Metrics-driven product growth
Product Manager,Resource prioritization
Product Manager,"Tools: JIRA, Confluence, Tableau, Figma"
Product Manager,Product vision and strategic planning
Product Manager,Roadmap development and execution
Product Manager,Data analysis and A/B testing
Product Manager,User research integration
Product Manager,Performance tracking
Product Manager,"Tools: JIRA, Confluence, Mixpanel, GA, Tableau"
Product Manager,Product vision and roadmap planning
Product Manager,UX research and integration
Product Manager,Performance optimization
Product Manager,"Tools: JIRA, Figma, Mixpanel, Tableau"
Product Manager,Stakeholder engagement
Product Manager,Metrics-driven growth
Project Manager,"Basic knowledge of project management methodologies (Agile, Scrum, Waterfall)"
Project Manager,Time management
Project Manager,Problem-solving
Project Manager,Critical thinking
Project Manager,Communication and interpersonal skills
Project Manager,Collaboration and teamwork
Project Manager,Basic budgeting and resource allocation
Project Manager,"Familiarity with Microsoft Project, Jira, Trello"
Project Manager,KPI tracking and reporting basics
Project Manager,Multitasking
Project Manager,Understanding of Agile and Scrum methodologies
Project Manager,Basic project planning and scheduling
Project Manager,Team collaboration
Project Manager,Communication skills
Project Manager,Familiarity with Jira and Trello
Project Manager,Budgeting basics
Project Manager,Reporting basics
Project Manager,Basic knowledge of Waterfall and Agile
Project Manager,Task and milestone tracking
Project Manager,Communication and coordination
Project Manager,Problem-solving and critical thinking
Project Manager,"Familiarity with project tools (MS Project, Trello)"
Project Manager,Resource allocation basics
Project Manager,Reporting and documentation
Project Manager,Adaptability
Project Manager,Project management methodology basics
Project Manager,Teamwork and collaboration
Project Manager,"Familiarity with Jira, MS Project, Trello"
Project Manager,Basic budgeting
Project Manager,Task scheduling
Project Manager,Reporting
Project Manager,"Understanding of Agile, Scrum, Waterfall"
Project Manager,Basic project planning
Project Manager,Communication
Project Manager,KPI tracking
Project Manager,Familiarity with MS Project and Trello
Project Manager,Advanced project planning and scheduling
Project Manager,Risk management and mitigation
Project Manager,Stakeholder management and negotiation
Project Manager,Team leadership and conflict resolution
Project Manager,Change management
Project Manager,Budgeting and resource allocation
Project Manager,"Use of MS Project, Primavera, Jira"
Project Manager,Data-driven reporting and dashboards
Project Manager,Cross-functional collaboration
Project Manager,Strategic alignment with business goals
Project Manager,Project scheduling and execution
Project Manager,Budget and resource management
Project Manager,Risk assessment and mitigation
Project Manager,Stakeholder communication
Project Manager,Team leadership
Project Manager,Conflict resolution
Project Manager,"Use of Jira, MS Project, Primavera"
Project Manager,Data-driven reporting
Project Manager,Strategic project alignment
Project Manager,Advanced project planning
Project Manager,Scheduling and budgeting
Project Manager,Risk and quality management
Project Manager,Stakeholder engagement
Project Manager,"Use of project management tools (MS Project, Jira, Trello)"
Project Manager,Reporting and dashboards
Project Manager,Strategic alignment
Project Manager,Project lifecycle management
Project Manager,Advanced scheduling and budgeting
Project Manager,Risk and quality oversight
Project Manager,Team management and conflict resolution
Project Manager,Reporting and dashboard creation
Project Manager,Data-driven decision making
Project Manager,"Use of MS Project, Primavera, Jira, Trello"
Project Manager,End-to-end project management
Project Manager,"Advanced scheduling, budgeting, and resource allocation"
Project Manager,Stakeholder management
Project Manager,"Use of project management tools (MS Project, Jira, Trello, Asana)"
Project Manager,Strategic planning
Project Manager,Strategic project management
Project Manager,Advanced budgeting and resource allocation
Project Manager,Reporting and analytics
Project Manager,Project strategy and execution
Project Manager,"Use of project management tools (MS Project, Primavera, Jira, Trello, Asana)"
Project Manager,Advanced project management
Project Manager,Stakeholder engagement and communication
Project Manager,Project planning and execution
Project Manager,Budgeting and resource management
Project Manager,Advanced project scheduling and planning
Project Manager,Stakeholder communication and engagement
Project Manager,Team leadership and mentoring
Project Manager,"Use of PM tools (MS Project, Jira, Trello, Asana)"
Project Manager,"Use of project management software (MS Project, Jira, Trello, Asana)"
Project Manager,Resource allocation
Project Manager,Advanced project planning and execution
Project Manager,Stakeholder engagement and negotiation
Project Manager,Stakeholder management and communication
Python Developer,Python basics
Python Developer,Data types
Python Developer,Control flow
Python Developer,Functions
Python Developer,Exception handling
Python Developer,OOP basics
Python Developer,Django basics
Python Developer,Flask basics
Python Developer,Pandas basics
Python Developer,NumPy basics
Python Developer,Matplotlib basics
Python Developer,HTML basics
Python Developer,CSS basics
Python Developer,JavaScript basics
Python Developer,SQL basics
Python Developer,MongoDB basics
Python Developer,Git basics
Python Developer,unittest basics
Python Developer,Communication
Python Developer,Teamwork
Python Developer,FastAPI basics
Python Developer,Problem-solving
Python Developer,OOP
Python Developer,Adaptability
Python Developer,PyTest basics
Python Developer,Python advanced
Python Developer,Async programming
Python Developer,Decorators
Python Developer,Generators
Python Developer,Django advanced
Python Developer,Flask advanced
Python Developer,FastAPI
Python Developer,TensorFlow basics
Python Developer,Scikit-learn
Python Developer,PyTorch basics
Python Developer,REST APIs
Python Developer,GraphQL basics
Python Developer,PostgreSQL
Python Developer,MySQL
Python Developer,NoSQL basics
Python Developer,SQLAlchemy
Python Developer,Docker basics
Python Developer,AWS basics
Python Developer,PyTest advanced
Python Developer,Leadership
Python Developer,Team collaboration
Python Developer,TensorFlow
Python Developer,PyTorch
Python Developer,GraphQL
Python Developer,NoSQL
Python Developer,Docker
Python Developer,Kubernetes basics
Python Developer,Metaprogramming
Python Developer,Kubernetes
Python Developer,AWS
Python Developer,Project management
Python Developer,Innovation management
Python Developer,Django
Python Developer,Flask
Python Developer,Innovation
QA Engineer - Fresher,"Manual Testing: Functional, Regression, Black-box"
QA Engineer - Fresher,Selenium basics
QA Engineer - Fresher,Appium basics
QA Engineer - Fresher,Cucumber awareness
QA Engineer - Fresher,Java
QA Engineer - Fresher,Python
QA Engineer - Fresher,JavaScript basics
QA Engineer - Fresher,JIRA
QA Engineer - Fresher,Bugzilla
QA Engineer - Fresher,TestRail
QA Engineer - Fresher,Postman basics
QA Engineer - Fresher,SoapUI basics
QA Engineer - Fresher,Test Documentation
QA Engineer - Fresher,Manual Testing
QA Engineer - Fresher,"Basic Automation: Selenium WebDriver, Appium, Cucumber"
QA Engineer - Fresher,JavaScript
QA Engineer - Fresher,"Basic Automation: Selenium, Appium, Cucumber"
QA Engineer - Fresher,"Automation Awareness: Selenium, Appium, Cucumber"
QA Engineer - Fresher,"Automation Tools Awareness: Selenium, Appium, Cucumber"
QA Engineer - Fresher,"Automation: Selenium, Appium, Cucumber basic knowledge"
QA Engineer - Fresher,Postman
QA Engineer - Fresher,SoapUI
QA Engineer - Experienced,"Test Automation: Selenium, Appium, Cucumber, JUnit, TestNG"
QA Engineer - Experienced,Performance Testing: JMeter
QA Engineer - Experienced,"CI/CD Integration: Jenkins, GitLab CI/CD, Bamboo"
QA Engineer - Experienced,"Programming: Java, Python, C#, JavaScript"
QA Engineer - Experienced,"API & Mobile Testing: Postman, SoapUI, Appium"
QA Engineer - Experienced,"Bug & Test Management: JIRA, Bugzilla, Quality Center"
QA Engineer - Experienced,Test Documentation & Reporting
QA Engineer - Experienced,"Test Automation: Selenium, Appium, Cucumber, TestNG"
QA Engineer - Experienced,"CI/CD: Jenkins, GitLab CI/CD, Bamboo"
QA Engineer - Experienced,"Performance & Security Testing: Load, stress, security testing"
QA Engineer - Experienced,"API Testing: Postman, SoapUI"
QA Engineer - Experienced,"Bug Tracking: JIRA, Bugzilla"
QA Engineer - Experienced,"Automation: Selenium, Appium, Cucumber, TestNG"
QA Engineer - Experienced,"CI/CD: Jenkins, GitLab CI/CD"
QA Engineer - Experienced,"Bug Tracking & Documentation: JIRA, TestRail"
QA Engineer - Experienced,"Performance & Security Testing: JMeter, LoadRunner"
QA Engineer - Experienced,"Bug Tracking & Documentation: JIRA, TestRail, ALM"
QA Engineer - Experienced,"Automation: Selenium, Appium, Cucumber, JUnit, TestNG"
QA Engineer - Experienced,"Performance & Security Testing: Load, stress, vulnerability testing"
QA Engineer - Experienced,"Bug Tracking & Documentation: JIRA, Bugzilla, TestRail"
QA Engineer - Experienced,Performance & Security Testing: LoadRunner
QA Engineer - Experienced,"API Testing: Postman, SoapUI, Appium"
QA Engineer - Experienced,"Performance Testing: Load, stress testing"
Robotics Engineer,Python basics
Robotics Engineer,C++ basics
Robotics Engineer,MATLAB basics
Robotics Engineer,ROS basics
Robotics Engineer,SolidWorks
Robotics Engineer,AutoCAD
Robotics Engineer,PID controllers
Robotics Engineer,Motor control basics
Robotics Engineer,Arduino basics
Robotics Engineer,Raspberry Pi basics
Robotics Engineer,"Sensors basics (LIDAR, ultrasonic, infrared)"
Robotics Engineer,Servo motors basics
Robotics Engineer,Kinematics
Robotics Engineer,Dynamics
Robotics Engineer,Linear algebra
Robotics Engineer,Problem solving
Robotics Engineer,Communication
Robotics Engineer,Teamwork
Robotics Engineer,Adaptability
Robotics Engineer,SolidWorks basics
Robotics Engineer,AutoCAD basics
Robotics Engineer,PID controller fundamentals
Robotics Engineer,Sensor integration basics
Robotics Engineer,Embedded systems basics
Robotics Engineer,LIDAR and ultrasonic sensors basics
Robotics Engineer,PID control basics
Robotics Engineer,LIDAR and infrared sensors basics
Robotics Engineer,Motor control
Robotics Engineer,PID fundamentals
Robotics Engineer,Advanced Python
Robotics Engineer,Advanced C++
Robotics Engineer,MATLAB
Robotics Engineer,ROS development
Robotics Engineer,SolidWorks advanced
Robotics Engineer,Advanced CAD
Robotics Engineer,Control theory
Robotics Engineer,Embedded systems
Robotics Engineer,Arduino/Raspberry Pi advanced
Robotics Engineer,LIDAR and vision sensors
Robotics Engineer,Machine learning basics for robotics
Robotics Engineer,"Simulation (Gazebo, RViz)"
Robotics Engineer,Team collaboration
Robotics Engineer,Project management
Robotics Engineer,Python advanced
Robotics Engineer,C++ advanced
Robotics Engineer,Robotics control algorithms
Robotics Engineer,Embedded systems advanced
Robotics Engineer,Machine learning in robotics
Robotics Engineer,Hardware interfacing
Robotics Engineer,Leadership
Robotics Engineer,Advanced control theory
Robotics Engineer,Sensor fusion
Robotics Engineer,Computer vision
Robotics Engineer,"Gazebo, RViz simulation"
Robotics Engineer,Team leadership
Robotics Engineer,Advanced robotics control
Robotics Engineer,"Gazebo, RViz"
Robotics Engineer,Hardware debugging
Robotics Engineer,Cross-team collaboration
Robotics Engineer,Robotics control theory
Robotics Engineer,"Simulation tools (Gazebo, RViz)"
Robotics Engineer,Innovation in robotics
Robotics Engineer,Embedded systems design
Robotics Engineer,Machine learning
Robotics Engineer,Cross-functional collaboration
Robotics Engineer,Innovation
Robotics Engineer,Advanced CAD/SolidWorks
Robotics Engineer,Control algorithms
Robotics Engineer,Python expert
Robotics Engineer,C++ expert
Robotics Engineer,ROS advanced development
Robotics Engineer,CAD/SolidWorks advanced
Robotics Engineer,Sensor integration and fusion
Robotics Engineer,Machine learning applications
Robotics Engineer,Simulation tools
Robotics Engineer,Project leadership
Robotics Engineer,Innovation management
Robotics Engineer,ROS advanced
Robotics Engineer,ML in robotics
Robotics Engineer,Embedded systems expert
Robotics Engineer,CAD/SolidWorks
Robotics Engineer,Control systems advanced
Robotics Engineer,Team management
Robotics Engineer,Project strategy
Robotics Engineer,Control algorithms advanced
Robotics Engineer,Team mentoring
Robotics Engineer,Innovation strategy
